title,artist,tempo,energy,danceability,loudness,valence
I'd Rather Go Blind,Etta James,83,43,48,-6,61
Daydream Believer,The Monkees,126,49,51,-10,65
Back In The U.S.S.R. - Remastered 2009,The Beatles,142,97,48,-7,49
"Girl, You'll Be A Woman Soon",Neil Diamond,110,64,52,-6,66
Here Comes The Sun - Remastered 2009,The Beatles,129,54,56,-10,39
Space Oddity - 2015 Remaster,David Bowie,140,44,30,-13,43
Gimme Shelter,The Rolling Stones,119,63,63,-8,49
Suspicious Minds,Elvis Presley,117,38,49,-11,71
Whole Lotta Love - 1990 Remaster,Led Zeppelin,90,90,41,-12,42
Sweet Caroline,Neil Diamond,63,13,53,-16,58
Fortunate Son,Creedence Clearwater Revival,133,66,64,-8,66
In the Ghetto,Elvis Presley,89,27,40,-17,49
Bad Moon Rising,Creedence Clearwater Revival,179,77,51,-6,94
You Can't Always Get What You Want,The Rolling Stones,86,62,32,-10,47
With A Little Help From My Friends,Joe Cocker,145,43,31,-11,31
Come Together - Remastered 2009,The Beatles,165,38,53,-12,19
Something - Remastered 2009,The Beatles,134,34,40,-11,38
Albatross - 2018 Remaster,Fleetwood Mac,136,6,32,-22,26
Just A Little Bit Of Peace In My Heart,Golden Earring,95,72,27,-6,26
Venus,Shocking Blue,128,76,69,-6,96
Son of a Preacher Man,Dusty Springfield,182,50,40,-11,82
Pinball Wizard,The Who,124,72,54,-9,47
Marian,The Cats,80,45,39,-10,39
Beautiful People,Melanie,129,44,54,-9,37
Oh Well (Pt. 1) - 2013 Remaster,Fleetwood Mac,103,59,47,-10,22
Born On The Bayou,Creedence Clearwater Revival,117,39,68,-16,55
Scarlet Ribbons,The Cats,101,42,48,-10,47
The Thrill Is Gone,B.B. King,91,46,55,-9,54
Dazed and Confused,Led Zeppelin,87,55,27,-10,43
Overture,The Who,118,62,48,-10,19
Streets of London,Ralph McTell,156,30,40,-15,19
Down On The Corner,Creedence Clearwater Revival,108,54,86,-9,87
Appleknockers Flophouse,Cuby & The Blizzards,197,71,31,-9,67
The First Time Ever I Saw Your Face,Roberta Flack,121,3,31,-22,14
Touch Me,The Doors,109,90,43,-5,77
Summertime,Brainbox,89,55,38,-9,25
Midnight Rambler,The Rolling Stones,75,66,40,-10,51
Get Ready,Rare Earth,127,87,41,-6,65
Black Magic Woman - 2018 Remaster,Fleetwood Mac,129,41,46,-11,44
Suite: Judy Blue Eyes - Remastered,"Crosby, Stills & Nash",154,36,45,-13,30
Blue Suede Shoes,Elvis Presley,95,66,56,-8,96
Jailhouse Rock,Elvis Presley,167,58,65,-10,92
My Baby Just Cares for Me - 2013 Remastered Version,Nina Simone,119,24,75,-15,43
Heartbreak Hotel,Elvis Presley,94,21,70,-12,72
Hound Dog,Elvis Presley,175,76,36,-8,95
Johnny B. Goode,Chuck Berry,168,80,53,-9,97
Take Five,The Dave Brubeck Quartet,174,26,45,-13,60
Blueberry Hill,Fats Domino,133,50,49,-10,83
